대학,단과대학,학과,전형분류,전형,정원,약어,비고
서울대학교,인문대학,인문계열,학생부종합전형,지역균형선발전형,55,SNU,
서울대학교,인문대학,국어국문학과,학생부종합전형,일반전형,9,SNU,
서울대학교,인문대학,중어중문학과,학생부종합전형,일반전형,9,SNU,
서울대학교,인문대학,영어영문학과,학생부종합전형,일반전형,9,SNU,
서울대학교,인문대학,불어불문학과,학생부종합전형,일반전형,9,SNU,
서울대학교,인문대학,독어독문학과,학생부종합전형,일반전형,9,SNU,
서울대학교,인문대학,노어노문학과,학생부종합전형,일반전형,9,SNU,
서울대학교,인문대학,서어서문학과,학생부종합전형,일반전형,9,SNU,
서울대학교,인문대학,언어학과,학생부종합전형,일반전형,9,SNU,
서울대학교,인문대학,아시아언어문명학부,학생부종합전형,일반전형,9,SNU,
서울대학교,인문대학,국사학과,학생부종합전형,일반전형,9,SNU,
서울대학교,인문대학,동양사학과,학생부종합전형,일반전형,9,SNU,
서울대학교,인문대학,서양사학과,학생부종합전형,일반전형,9,SNU,
서울대학교,인문대학,고고미술사학과,학생부종합전형,일반전형,9,SNU,
서울대학교,인문대학,철학과,학생부종합전형,일반전형,9,SNU,
서울대학교,인문대학,종교학과,학생부종합전형,일반전형,9,SNU,
서울대학교,인문대학,미학과,학생부종합전형,일반전형,9,SNU,
서울대학교,사회과학대학,정치외교학부,학생부종합전형,지역균형선발전형,23,SNU,
서울대학교,사회과학대학,정치외교학부,학생부종합전형,일반전형,26,SNU,
서울대학교,사회과학대학,경제학부,학생부종합전형,지역균형선발전형,40,SNU,
서울대학교,사회과학대학,경제학부,학생부종합전형,일반전형,64,SNU,
서울대학교,사회과학대학,사회학과,학생부종합전형,지역균형선발전형,7,SNU,
서울대학교,사회과학대학,사회학과,학생부종합전형,일반전형,10,SNU,
서울대학교,사회과학대학,인류학과,학생부종합전형,지역균형선발전형,7,SNU,
서울대학교,사회과학대학,인류학과,학생부종합전형,일반전형,13,SNU,
서울대학교,사회과학대학,심리학과,학생부종합전형,지역균형선발전형,7,SNU,
서울대학교,사회과학대학,심리학과,학생부종합전형,일반전형,8,SNU,
서울대학교,사회과학대학,지리학과,학생부종합전형,지역균형선발전형,7,SNU,
서울대학교,사회과학대학,지리학과,학생부종합전형,일반전형,9,SNU,
서울대학교,사회과학대학,사회복지학과,학생부종합전형,지역균형선발전형,7,SNU,
서울대학교,사회과학대학,사회복지학과,학생부종합전형,일반전형,7,SNU,
서울대학교,사회과학대학,언론정보학과,학생부종합전형,일반전형,14,SNU,
서울대학교,자연과학대학,수리과학부,학생부종합전형,지역균형선발전형,9,SNU,
서울대학교,자연과학대학,수리과학부,학생부종합전형,일반전형,18,SNU,
서울대학교,자연과학대학,통계학과,학생부종합전형,지역균형선발전형,9,SNU,
서울대학교,자연과학대학,통계학과,학생부종합전형,일반전형,16,SNU,
서울대학교,자연과학대학,물리천문학부 - 물리학전공,학생부종합전형,지역균형선발전형,9,SNU,
서울대학교,자연과학대학,물리천문학부 - 물리학전공,학생부종합전형,일반전형,24,SNU,
서울대학교,자연과학대학,물리천문학부 - 천문학전공,학생부종합전형,일반전형,6,SNU,
서울대학교,자연과학대학,화학부,학생부종합전형,지역균형선발전형,9,SNU,
서울대학교,자연과학대학,화학부,학생부종합전형,일반전형,21,SNU,
서울대학교,자연과학대학,생명과학부,학생부종합전형,지역균형선발전형,13,SNU,
서울대학교,자연과학대학,생명과학부,학생부종합전형,일반전형,27,SNU,
서울대학교,자연과학대학,지구환경과학부,학생부종합전형,지역균형선발전형,6,SNU,
서울대학교,자연과학대학,지구환경과학부,학생부종합전형,일반전형,25,SNU,
서울대학교,간호대학,간호학과,학생부종합전형,지역균형선발전형,12,SNU,
서울대학교,간호대학,간호학과,학생부종합전형,일반전형,32,SNU,
서울대학교,경영대학,경영학과,학생부종합전형,지역균형선발전형,27,SNU,
서울대학교,경영대학,경영학과,학생부종합전형,일반전형,50,SNU,
서울대학교,공과대학,건설환경공학부,학생부종합전형,지역균형선발전형,9,SNU,
서울대학교,공과대학,건설환경공학부,학생부종합전형,일반전형,29,SNU,
서울대학교,공과대학,기계공학부,학생부종합전형,지역균형선발전형,24,SNU,
서울대학교,공과대학,기계공학부,학생부종합전형,일반전형,55,SNU,
서울대학교,공과대학,재료공학부,학생부종합전형,지역균형선발전형,20,SNU,
서울대학교,공과대학,재료공학부,학생부종합전형,일반전형,42,SNU,
서울대학교,공과대학,전기정보공학부,학생부종합전형,지역균형선발전형,33,SNU,
서울대학교,공과대학,전기정보공학부,학생부종합전형,일반전형,80,SNU,
서울대학교,공과대학,컴퓨터공학부,학생부종합전형,지역균형선발전형,22,SNU,
서울대학교,공과대학,컴퓨터공학부,학생부종합전형,일반전형,28,SNU,
서울대학교,공과대학,화학생물공학부,학생부종합전형,지역균형선발전형,17,SNU,
서울대학교,공과대학,화학생물공학부,학생부종합전형,일반전형,45,SNU,
서울대학교,공과대학,건축학과,학생부종합전형,지역균형선발전형,11,SNU,
서울대학교,공과대학,건축학과,학생부종합전형,일반전형,28,SNU,
서울대학교,공과대학,산업공학과,학생부종합전형,지역균형선발전형,7,SNU,
서울대학교,공과대학,산업공학과,학생부종합전형,일반전형,12,SNU,
서울대학교,공과대학,에너지자원공학과,학생부종합전형,지역균형선발전형,8,SNU,
서울대학교,공과대학,에너지자원공학과,학생부종합전형,일반전형,17,SNU,
서울대학교,공과대학,원자핵공학과,학생부종합전형,지역균형선발전형,11,SNU,
서울대학교,공과대학,원자핵공학과,학생부종합전형,일반전형,17,SNU,
서울대학교,공과대학,조선해양공학과,학생부종합전형,지역균형선발전형,8,SNU,
서울대학교,공과대학,조선해양공학과,학생부종합전형,일반전형,25,SNU,
서울대학교,공과대학,항공우주공학과,학생부종합전형,지역균형선발전형,8,SNU,
서울대학교,공과대학,항공우주공학과,학생부종합전형,일반전형,18,SNU,
서울대학교,농업생명과학대학,농경제사회학부,학생부종합전형,지역균형선발전형,10,SNU,
서울대학교,농업생명과학대학,농경제사회학부,학생부종합전형,일반전형,19,SNU,
서울대학교,농업생명과학대학,식물생산과학부,학생부종합전형,지역균형선발전형,9,SNU,
서울대학교,농업생명과학대학,식물생산과학부,학생부종합전형,일반전형,29,SNU,
서울대학교,농업생명과학대학,산림과학부,학생부종합전형,지역균형선발전형,7,SNU,
서울대학교,농업생명과학대학,산림과학부,학생부종합전형,일반전형,24,SNU,
서울대학교,농업생명과학대학,식품동물생명공학부,학생부종합전형,지역균형선발전형,6,SNU,
서울대학교,농업생명과학대학,식품동물생명공학부,학생부종합전형,일반전형,20,SNU,
서울대학교,농업생명과학대학,응용생물화학부,학생부종합전형,지역균형선발전형,9,SNU,
서울대학교,농업생명과학대학,응용생물화학부,학생부종합전형,일반전형,19,SNU,
서울대학교,농업생명과학대학,조경지역시스템공학부,학생부종합전형,지역균형선발전형,7,SNU,
서울대학교,농업생명과학대학,조경지역시스템공학부,학생부종합전형,일반전형,17,SNU,
서울대학교,농업생명과학대학,바이오시스템소재학부,학생부종합전형,지역균형선발전형,7,SNU,
서울대학교,농업생명과학대학,바이오시스템소재학부,학생부종합전형,일반전형,16,SNU,
서울대학교,미술대학,동양화과,학생부종합전형,지역균형선발전형,2,SNU,
서울대학교,미술대학,동양화과,학생부종합전형,일반전형,8,SNU,
서울대학교,미술대학,서양화과,학생부종합전형,지역균형선발전형,2,SNU,
서울대학교,미술대학,서양화과,학생부종합전형,일반전형,19,SNU,
서울대학교,미술대학,조소과,학생부종합전형,지역균형선발전형,2,SNU,
서울대학교,미술대학,조소과,학생부종합전형,일반전형,18,SNU,
서울대학교,미술대학,공예과,학생부종합전형,지역균형선발전형,2,SNU,
서울대학교,미술대학,디자인과,학생부종합전형,지역균형선발전형,2,SNU,
서울대학교,미술대학,디자인과,학생부종합전형,일반전형,6,SNU,
서울대학교,사범대학,교육학과,학생부종합전형,일반전형,12,SNU,
서울대학교,사범대학,국어교육과,학생부종합전형,지역균형선발전형,5,SNU,
서울대학교,사범대학,국어교육과,학생부종합전형,일반전형,10,SNU,
서울대학교,사범대학,영어교육과,학생부종합전형,지역균형선발전형,5,SNU,
서울대학교,사범대학,영어교육과,학생부종합전형,일반전형,12,SNU,
서울대학교,사범대학,독어교육과,학생부종합전형,지역균형선발전형,5,SNU,
서울대학교,사범대학,독어교육과,학생부종합전형,일반전형,10,SNU,
서울대학교,사범대학,불어교육과,학생부종합전형,지역균형선발전형,5,SNU,
서울대학교,사범대학,불어교육과,학생부종합전형,일반전형,10,SNU,
서울대학교,사범대학,사회교육과,학생부종합전형,지역균형선발전형,6,SNU,
서울대학교,사범대학,사회교육과,학생부종합전형,일반전형,6,SNU,
서울대학교,사범대학,역사교육과,학생부종합전형,지역균형선발전형,6,SNU,
서울대학교,사범대학,역사교육과,학생부종합전형,일반전형,6,SNU,
서울대학교,사범대학,지리교육과,학생부종합전형,지역균형선발전형,6,SNU,
서울대학교,사범대학,지리교육과,학생부종합전형,일반전형,6,SNU,
서울대학교,사범대학,윤리교육과,학생부종합전형,지역균형선발전형,3,SNU,
서울대학교,사범대학,윤리교육과,학생부종합전형,일반전형,10,SNU,
서울대학교,사범대학,수학교육과,학생부종합전형,지역균형선발전형,5,SNU,
서울대학교,사범대학,수학교육과,학생부종합전형,일반전형,12,SNU,
서울대학교,사범대학,물리교육과,학생부종합전형,지역균형선발전형,3,SNU,
서울대학교,사범대학,물리교육과,학생부종합전형,일반전형,7,SNU,
서울대학교,사범대학,화학교육과,학생부종합전형,지역균형선발전형,3,SNU,
서울대학교,사범대학,화학교육과,학생부종합전형,일반전형,7,SNU,
서울대학교,사범대학,생물교육과,학생부종합전형,지역균형선발전형,3,SNU,
서울대학교,사범대학,생물교육과,학생부종합전형,일반전형,7,SNU,
서울대학교,사범대학,지구과학교육과,학생부종합전형,지역균형선발전형,3,SNU,
서울대학교,사범대학,지구과학교육과,학생부종합전형,일반전형,10,SNU,
서울대학교,사범대학,체육교육과,학생부종합전형,지역균형선발전형,3,SNU,
서울대학교,사범대학,체육교육과,학생부종합전형,일반전형,10,SNU,
서울대학교,생활과학대학,소비자아동학부 - 소비자학전공,학생부종합전형,지역균형선발전형,6,SNU,
서울대학교,생활과학대학,소비자아동학부 - 소비자학전공,학생부종합전형,일반전형,8,SNU,
서울대학교,생활과학대학,소비자아동학부 - 아동가족학전공,학생부종합전형,지역균형선발전형,6,SNU,
서울대학교,생활과학대학,소비자아동학부 - 아동가족학전공,학생부종합전형,일반전형,10,SNU,
서울대학교,생활과학대학,식품영양학과,학생부종합전형,지역균형선발전형,6,SNU,
서울대학교,생활과학대학,식품영양학과,학생부종합전형,일반전형,14,SNU,
서울대학교,생활과학대학,의류학과,학생부종합전형,지역균형선발전형,10,SNU,
서울대학교,생활과학대학,의류학과,학생부종합전형,일반전형,12,SNU,
서울대학교,수의과대학,수의예과,학생부종합전형,지역균형선발전형,7,SNU,
서울대학교,수의과대학,수의예과,학생부종합전형,일반전형,20,SNU,
서울대학교,약학대학,약학계열,학생부종합전형,지역균형선발전형,12,SNU,
서울대학교,약학대학,약학계열,학생부종합전형,일반전형,32,SNU,
서울대학교,음악대학,작곡과 - 작곡전공,학생부종합전형,지역균형선발전형,2,SNU,
서울대학교,음악대학,작곡과 - 작곡전공,학생부종합전형,일반전형,9,SNU,
서울대학교,음악대학,작곡과 - 이론전공,학생부종합전형,지역균형선발전형,1,SNU,
서울대학교,음악대학,작곡과 - 이론전공,학생부종합전형,일반전형,6,SNU,
서울대학교,음악대학,기악과 - 피아노전공,학생부종합전형,지역균형선발전형,2,SNU,
서울대학교,음악대학,기악과 - 피아노전공,학생부종합전형,일반전형,21,SNU,
서울대학교,음악대학,기악과 - 현악전공,학생부종합전형,지역균형선발전형,2,SNU,
서울대학교,음악대학,기악과 - 현악전공,학생부종합전형,일반전형,27,SNU,
서울대학교,음악대학,기악과 - 관현전공,학생부종합전형,일반전형,19,SNU,
서울대학교,음악대학,국악과,학생부종합전형,지역균형선발전형,1,SNU,
서울대학교,음악대학,국악과,학생부종합전형,일반전형,26,SNU,
서울대학교,의과대학,의예과,학생부종합전형,지역균형선발전형,40,SNU,
서울대학교,의과대학,의예과,학생부종합전형,일반전형,65,SNU,
서울대학교,자유전공학부,자유전공학부,학생부종합전형,지역균형선발전형,25,SNU,
서울대학교,자유전공학부,자유전공학부,학생부종합전형,일반전형,61,SNU,
서울대학교,치의학대학원,치의학과,학생부종합전형,지역균형선발전형,10,SNU,
서울대학교,치의학대학원,치의학과,학생부종합전형,일반전형,22,SNU,
연세대학교,문과대학,국어국문학과,학생부교과전형,추천형,9,YU,
연세대학교,문과대학,국어국문학과,학생부종합전형,활동우수형,7,YU,
연세대학교,문과대학,국어국문학과,논술전형,논술전형,4,YU,
연세대학교,문과대학,중어중문학과,학생부교과전형,추천형,6,YU,
연세대학교,문과대학,중어중문학과,학생부종합전형,활동우수형,5,YU,
연세대학교,문과대학,중어중문학과,논술전형,논술전형,3,YU,
연세대학교,문과대학,영어영문학과,학생부교과전형,추천형,14,YU,
연세대학교,문과대학,영어영문학과,학생부종합전형,활동우수형,12,YU,
연세대학교,문과대학,영어영문학과,논술전형,논술전형,7,YU,
연세대학교,문과대학,독어독문학과,학생부교과전형,추천형,6,YU,
연세대학교,문과대학,독어독문학과,학생부종합전형,활동우수형,5,YU,
연세대학교,문과대학,독어독문학과,논술전형,논술전형,15,YU,
연세대학교,문과대학,불어불문학과,학생부교과전형,추천형,6,YU,
연세대학교,문과대학,불어불문학과,학생부종합전형,활동우수형,5,YU,
연세대학교,문과대학,불어불문학과,논술전형,논술전형,15,YU,
연세대학교,문과대학,노어노문학과,학생부교과전형,추천형,6,YU,
연세대학교,문과대학,노어노문학과,학생부종합전형,활동우수형,5,YU,
연세대학교,문과대학,노어노문학과,논술전형,논술전형,15,YU,
연세대학교,문과대학,사학과,학생부교과전형,추천형,9,YU,
연세대학교,문과대학,사학과,학생부종합전형,활동우수형,7,YU,
연세대학교,문과대학,사학과,논술전형,논술전형,4,YU,
연세대학교,문과대학,철학과,학생부교과전형,추천형,7,YU,
연세대학교,문과대학,철학과,학생부종합전형,활동우수형,6,YU,
연세대학교,문과대학,철학과,논술전형,논술전형,17,YU,
연세대학교,문과대학,문헌정보학과,학생부교과전형,추천형,6,YU,
연세대학교,문과대학,문헌정보학과,학생부종합전형,활동우수형,5,YU,
연세대학교,문과대학,문헌정보학과,논술전형,논술전형,15,YU,
연세대학교,문과대학,심리학과,학생부교과전형,추천형,7,YU,
연세대학교,문과대학,심리학과,학생부종합전형,활동우수형,6,YU,
연세대학교,문과대학,심리학과,논술전형,논술전형,17,YU,
연세대학교,상경대학,경제학부,학생부교과전형,추천형,34,YU,
연세대학교,상경대학,경제학부,학생부종합전형,활동우수형,28,YU,
연세대학교,상경대학,경제학부,논술전형,논술전형,14,YU,
연세대학교,상경대학,응용통계학과,학생부교과전형,추천형,11,YU,
연세대학교,상경대학,응용통계학과,학생부종합전형,활동우수형,9,YU,
연세대학교,상경대학,응용통계학과,논술전형,논술전형,5,YU,
연세대학교,경영대학,경영학과,학생부교과전형,추천형,52,YU,
연세대학교,경영대학,경영학과,학생부종합전형,활동우수형,44,YU,
연세대학교,경영대학,경영학과,논술전형,논술전형,22,YU,
연세대학교,이과대학,수학과,학생부교과전형,추천형,7,YU,
연세대학교,이과대학,수학과,학생부종합전형,활동우수형,6,YU,
연세대학교,이과대학,수학과,논술전형,논술전형,8,YU,
연세대학교,이과대학,물리학과,학생부교과전형,추천형,6,YU,
연세대학교,이과대학,물리학과,학생부종합전형,활동우수형,5,YU,
연세대학교,이과대학,물리학과,논술전형,논술전형,7,YU,
연세대학교,이과대학,화학과,학생부교과전형,추천형,9,YU,
연세대학교,이과대학,화학과,학생부종합전형,활동우수형,7,YU,
연세대학교,이과대학,화학과,논술전형,논술전형,9,YU,
연세대학교,이과대학,지구시스템과학과,학생부교과전형,추천형,6,YU,
연세대학교,이과대학,지구시스템과학과,학생부종합전형,활동우수형,5,YU,
연세대학교,이과대학,지구시스템과학과,논술전형,논술전형,7,YU,
연세대학교,이과대학,천문우주학과,학생부교과전형,추천형,5,YU,
연세대학교,이과대학,천문우주학과,학생부종합전형,활동우수형,4,YU,
연세대학교,이과대학,천문우주학과,논술전형,논술전형,6,YU,
연세대학교,이과대학,대기과학과,학생부교과전형,추천형,5,YU,
연세대학교,이과대학,대기과학과,학생부종합전형,활동우수형,4,YU,
연세대학교,이과대학,대기과학과,논술전형,논술전형,6,YU,
연세대학교,공과대학,화공생명공학부,학생부교과전형,추천형,16,YU,
연세대학교,공과대학,화공생명공학부,학생부종합전형,활동우수형,13,YU,
연세대학교,공과대학,화공생명공학부,논술전형,논술전형,18,YU,
연세대학교,공과대학,전기전자공학부,학생부교과전형,추천형,36,YU,
연세대학교,공과대학,전기전자공학부,학생부종합전형,활동우수형,28,YU,
연세대학교,공과대학,전기전자공학부,논술전형,논술전형,39,YU,
연세대학교,공과대학,건축공학과,학생부교과전형,추천형,14,YU,
연세대학교,공과대학,건축공학과,학생부종합전형,활동우수형,11,YU,
연세대학교,공과대학,건축공학과,논술전형,논술전형,16,YU,
연세대학교,공과대학,도시공학과,학생부교과전형,추천형,7,YU,
연세대학교,공과대학,도시공학과,학생부종합전형,활동우수형,5,YU,
연세대학교,공과대학,도시공학과,논술전형,논술전형,7,YU,
연세대학교,공과대학,사회환경시스템공학부,학생부교과전형,추천형,14,YU,
연세대학교,공과대학,사회환경시스템공학부,학생부종합전형,활동우수형,11,YU,
연세대학교,공과대학,사회환경시스템공학부,논술전형,논술전형,16,YU,
연세대학교,공과대학,기계공학부,학생부교과전형,추천형,23,YU,
연세대학교,공과대학,기계공학부,학생부종합전형,활동우수형,18,YU,
연세대학교,공과대학,기계공학부,논술전형,논술전형,25,YU,
연세대학교,공과대학,신소재공학부,학생부교과전형,추천형,19,YU,
연세대학교,공과대학,신소재공학부,학생부종합전형,활동우수형,15,YU,
연세대학교,공과대학,신소재공학부,논술전형,논술전형,21,YU,
연세대학교,공과대학,산업공학과,학생부교과전형,추천형,7,YU,
연세대학교,공과대학,산업공학과,학생부종합전형,활동우수형,6,YU,
연세대학교,공과대학,산업공학과,논술전형,논술전형,8,YU,
연세대학교,공과대학,글로벌융합공학부,학생부종합전형,활동우수형,15,YU,
연세대학교,공과대학,시스템반도체공학과,시스템반도체특별전형,시스템반도체특별전형,40,YU,
연세대학교,생명시스템대학,시스템생물학과,학생부교과전형,추천형,6,YU,
연세대학교,생명시스템대학,시스템생물학과,학생부종합전형,활동우수형,4,YU,
연세대학교,생명시스템대학,시스템생물학과,논술전형,논술전형,6,YU,
연세대학교,생명시스템대학,생화학과,학생부교과전형,추천형,4,YU,
연세대학교,생명시스템대학,생화학과,학생부종합전형,활동우수형,4,YU,
연세대학교,생명시스템대학,생화학과,논술전형,논술전형,6,YU,
연세대학교,생명시스템대학,생명공학과,학생부교과전형,추천형,10,YU,
연세대학교,생명시스템대학,생명공학과,학생부종합전형,활동우수형,8,YU,
연세대학교,생명시스템대학,생명공학과,논술전형,논술전형,11,YU,
연세대학교,인공지능융합대학,컴퓨터과학과,학생부교과전형,추천형,13,YU,
연세대학교,인공지능융합대학,컴퓨터과학과,학생부종합전형,활동우수형,10,YU,
연세대학교,인공지능융합대학,컴퓨터과학과,논술전형,논술전형,14,YU,
연세대학교,인공지능융합대학,인공지능학과,학생부종합전형,활동우수형,15,YU,
연세대학교,신과대학,신학과,학생부교과전형,추천형,9,YU,
연세대학교,신과대학,신학과,학생부종합전형,활동우수형,8,YU,
연세대학교,사회과학대학,정치외교학과,학생부교과전형,추천형,15,YU,
연세대학교,사회과학대학,정치외교학과,학생부종합전형,활동우수형,13,YU,
연세대학교,사회과학대학,정치외교학과,논술전형,논술전형,6,YU,
연세대학교,사회과학대학,행정학과,학생부교과전형,추천형,15,YU,
연세대학교,사회과학대학,행정학과,학생부종합전형,활동우수형,13,YU,
연세대학교,사회과학대학,행정학과,논술전형,논술전형,6,YU,
연세대학교,사회과학대학,사회복지학과,학생부교과전형,추천형,5,YU,
연세대학교,사회과학대학,사회복지학과,학생부종합전형,활동우수형,4,YU,
연세대학교,사회과학대학,사회학과,학생부교과전형,추천형,7,YU,
연세대학교,사회과학대학,사회학과,학생부종합전형,활동우수형,6,YU,
연세대학교,사회과학대학,사회학과,논술전형,논술전형,3,YU,
연세대학교,사회과학대학,문화인류학과,학생부교과전형,추천형,4,YU,
연세대학교,사회과학대학,문화인류학과,학생부종합전형,활동우수형,2,YU,
연세대학교,사회과학대학,언론홍보영상학부,학생부교과전형,추천형,8,YU,
연세대학교,사회과학대학,언론홍보영상학부,학생부종합전형,활동우수형,7,YU,
연세대학교,사회과학대학,언론홍보영상학부,논술전형,논술전형,4,YU,
연세대학교,생활과학대학,의류환경학과,학생부교과전형,추천형,4,YU,
연세대학교,생활과학대학,의류환경학과,학생부종합전형,활동우수형,12,YU,
연세대학교,생활과학대학,식품영양학과,학생부교과전형,추천형,4,YU,
연세대학교,생활과학대학,식품영양학과,학생부종합전형,활동우수형,12,YU,
연세대학교,생활과학대학,실내건축학과,학생부교과전형,추천형,4,YU,
연세대학교,생활과학대학,실내건축학과,학생부종합전형,활동우수형,10,YU,
연세대학교,생활과학대학,아동가족학과,학생부교과전형,추천형,4,YU,
연세대학교,생활과학대학,아동가족학과,학생부종합전형,활동우수형,11,YU,
연세대학교,생활과학대학,생활디자인학과,학생부교과전형,추천형,4,YU,
연세대학교,생활과학대학,생활디자인학과,학생부종합전형,활동우수형,11,YU,
연세대학교,교육과학대학,교육학부,학생부교과전형,추천형,10,YU,
연세대학교,교육과학대학,교육학부,학생부종합전형,활동우수형,9,YU,
연세대학교,교육과학대학,교육학부,논술전형,논술전형,5,YU,
연세대학교,교육과학대학,체육교육학과,특기자전형,특기자전형,19,YU,
연세대학교,교육과학대학,스포츠응용산업학과,특기자전형,특기자전형,19,YU,
연세대학교,언더우드국제대학,언더우드학부(인문사회),학생부종합전형,국제형,30,YU,
연세대학교,언더우드국제대학,언더우드학부(인문사회),특기자전형,특기자전형,114,YU,
연세대학교,언더우드국제대학,언더우드학부(생명과학공학),학생부종합전형,국제형,5,YU,
연세대학교,언더우드국제대학,언더우드학부(생명과학공학),특기자전형,특기자전형,10,YU,
연세대학교,언더우드국제대학,아시아학전공,학생부종합전형,국제형,20,YU,
연세대학교,언더우드국제대학,융합인문사회과학부(HASS),학생부종합전형,국제형,137,YU,
연세대학교,언더우드국제대학,융합과학공학부(ISE),학생부종합전형,국제형,71,YU,
연세대학교,글로벌인재대학,글로벌인재학부,학생부종합전형,국제형,10,YU,
연세대학교,의과대학,의예과,학생부교과전형,추천형,22,YU,
연세대학교,의과대학,의예과,학생부종합전형,활동우수형,42,YU,
연세대학교,치과대학,치의예과,학생부교과전형,추천형,12,YU,
연세대학교,치과대학,치의예과,학생부종합전형,활동우수형,12,YU,
연세대학교,간호대학,간호학과,학생부교과전형,추천형,10,YU,
연세대학교,간호대학,간호학과,학생부종합전형,활동우수형,24,YU,
연세대학교,약학대학,약학과,학생부교과전형,추천형,6,YU,
연세대학교,약학대학,약학과,학생부종합전형,활동우수형,6,YU,
고려대학교,경영대학,경영대학,학생부교과전형,학교추천,80,KU,
고려대학교,경영대학,경영대학,학생부종합전형,일반전형 - 학업우수형,84,KU,
고려대학교,경영대학,경영대학,학생부종합전형,일반전형 - 계열적합성,41,KU,
고려대학교,문과대학,국어국문학과,학생부교과전형,학교추천,13,KU,
고려대학교,문과대학,국어국문학과,학생부종합전형,일반전형 - 학업우수형,12,KU,
고려대학교,문과대학,국어국문학과,학생부종합전형,일반전형 - 계열적합성,6,KU,
고려대학교,문과대학,철학과,학생부교과전형,학교추천,9,KU,
고려대학교,문과대학,철학과,학생부종합전형,일반전형 - 학업우수형,9,KU,
고려대학교,문과대학,철학과,학생부종합전형,일반전형 - 계열적합성,5,KU,
고려대학교,문과대학,한국사학과,학생부교과전형,학교추천,6,KU,
고려대학교,문과대학,한국사학과,학생부종합전형,일반전형 - 학업우수형,5,KU,
고려대학교,문과대학,한국사학과,학생부종합전형,일반전형 - 계열적합성,3,KU,
고려대학교,문과대학,사학과,학생부교과전형,학교추천,10,KU,
고려대학교,문과대학,사학과,학생부종합전형,일반전형 - 학업우수형,10,KU,
고려대학교,문과대학,사학과,학생부종합전형,일반전형 - 계열적합성,5,KU,
고려대학교,문과대학,사회학과,학생부교과전형,학교추천,17,KU,
고려대학교,문과대학,사회학과,학생부종합전형,일반전형 - 학업우수형,20,KU,
고려대학교,문과대학,사회학과,학생부종합전형,일반전형 - 계열적합성,5,KU,
고려대학교,문과대학,한문학과,학생부교과전형,학교추천,6,KU,
고려대학교,문과대학,한문학과,학생부종합전형,일반전형 - 학업우수형,5,KU,
고려대학교,문과대학,한문학과,학생부종합전형,일반전형 - 계열적합성,3,KU,
고려대학교,문과대학,영어영문학과,학생부교과전형,학교추천,22,KU,
고려대학교,문과대학,영어영문학과,학생부종합전형,일반전형 - 학업우수형,23,KU,
고려대학교,문과대학,영어영문학과,학생부종합전형,일반전형 - 계열적합성,12,KU,
고려대학교,문과대학,독어독문학과,학생부교과전형,학교추천,8,KU,
고려대학교,문과대학,독어독문학과,학생부종합전형,일반전형 - 학업우수형,8,KU,
고려대학교,문과대학,독어독문학과,학생부종합전형,일반전형 - 계열적합성,5,KU,
고려대학교,문과대학,불어불문하과,학생부교과전형,학교추천,9,KU,
고려대학교,문과대학,불어불문하과,학생부종합전형,일반전형 - 학업우수형,8,KU,
고려대학교,문과대학,불어불문하과,학생부종합전형,일반전형 - 계열적합성,5,KU,
고려대학교,문과대학,중어중문학과,학생부교과전형,학교추천,12,KU,
고려대학교,문과대학,중어중문학과,학생부종합전형,일반전형 - 학업우수형,11,KU,
고려대학교,문과대학,중어중문학과,학생부종합전형,일반전형 - 계열적합성,6,KU,
고려대학교,문과대학,노어노문학과,학생부교과전형,학교추천,8,KU,
고려대학교,문과대학,노어노문학과,학생부종합전형,일반전형 - 학업우수형,8,KU,
고려대학교,문과대학,노어노문학과,학생부종합전형,일반전형 - 계열적합성,5,KU,
고려대학교,문과대학,일어일문학과,학생부교과전형,학교추천,9,KU,
고려대학교,문과대학,일어일문학과,학생부종합전형,일반전형 - 학업우수형,10,KU,
